STATION,DATE,SOURCE,LATITUDE,LONGITUDE,ELEVATION,NAME,REPORT_TYPE,CALL_SIGN,QUALITY_CONTROL,WND,CIG,VIS,TMP,DEW,SLP,GD1,GE1,GF1,MA1,REM,source_file
72055399999,2024-01-01T17:56:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-15,99999,V020,"999,9,V,0015,1","01981,1,9,N","016093,1,9,9","+0094,1","+0011,1","10163,1","3,99,1,+01981,1,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01981,1,99,9,99,9","10163,1,99999,9",MET132METAR KJRB 011756Z AUTO VRB03G27KT 10SM BKN065 09/01 A3001 RMK AO2 PK WND 28031/1722 SLP163 6//// T00940011 10094 20044 58013 PNO $=,72055399999.csv
72055399999,2024-01-01T18:56:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-15,99999,V020,"999,9,V,0021,1","01463,1,9,N","016093,1,9,9","+0078,1","+0006,1","10164,1","2,99,1,+01189,1,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01189,1,99,9,99,9","10166,1,99999,9",MET119METAR KJRB 011856Z AUTO VRB04KT 10SM SCT039 BKN048 OVC070 08/01 A3002 RMK AO2 PK WND 28030/1809 SLP164 T00780006 PNO $=,72055399999.csv
72055399999,2024-01-01T19:56:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-15,99999,V020,"999,9,V,0026,1","01463,1,9,N","016093,1,9,9","+0083,1","-0006,1","10166,1","2,99,1,+01189,1,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01189,1,99,9,99,9","10166,1,99999,9",MET095METAR KJRB 011956Z AUTO VRB05KT 10SM SCT039 BKN048 08/M01 A3002 RMK AO2 SLP166 T00831006 PNO $=,72055399999.csv
72055399999,2024-01-01T20:56:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-15,99999,V020,"999,9,C,0000,1","01311,1,9,N","016093,1,9,9","+0078,1","-0011,1","10169,1","4,99,1,+01311,1,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01311,1,99,9,99,9","10169,1,99999,9",MET118METAR KJRB 012056Z AUTO 00000KT 10SM OVC043 08/M01 A3003 RMK AO2 PK WND 29027/2051 SLP169 6//// T00781011 53006 PNO $=,72055399999.csv
72055399999,2024-01-01T21:56:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-15,99999,V020,"999,9,V,0015,1","01433,1,9,N","016093,1,9,9","+0072,1","-0011,1","10172,1","4,99,1,+01433,1,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01433,1,99,9,99,9","10173,1,99999,9",MET088METAR KJRB 012156Z AUTO VRB03KT 10SM OVC047 07/M01 A3004 RMK AO2 SLP172 T00721011 PNO $=,72055399999.csv
72055399999,2024-01-01T22:56:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-15,99999,V020,"999,9,C,0000,1","22000,1,9,N","016093,1,9,9","+0067,1","-0011,1","10178,1",,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10179,1,99999,9",MET085METAR KJRB 012256Z AUTO 00000KT 10SM CLR 07/M01 A3006 RMK AO2 SLP178 T00671011 PNO $=,72055399999.csv
72055399999,2024-01-01T23:56:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-15,99999,V020,"999,9,V,0015,1","02896,1,9,N","016093,1,9,9","+0061,1","-0022,1","10182,1","3,99,1,+02896,9,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,02896,1,99,9,99,9","10183,1,99999,9",MET112METAR KJRB 012356Z AUTO VRB03KT 10SM BKN095 06/M02 A3007 RMK AO2 SLP182 6//// T00611022 10100 20061 53014 PNO $=,72055399999.csv
72055399999,2024-01-02T00:56:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-15,99999,V020,"999,9,V,0015,1","02743,1,9,N","016093,1,9,9","+0056,1","-0011,1","10185,1","3,99,1,+02743,9,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,02743,1,99,9,99,9","10186,1,99999,9",MET088METAR KJRB 020056Z AUTO VRB03KT 10SM BKN090 06/M01 A3008 RMK AO2 SLP185 T00561011 PNO $=,72055399999.csv
72055399999,2024-01-02T01:56:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-15,99999,V020,"999,9,V,0026,1","22000,1,9,N","016093,1,9,9","+0050,1","-0011,1","10187,1",,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10186,1,99999,9",MET085METAR KJRB 020156Z AUTO VRB05KT 10SM CLR 05/M01 A3008 RMK AO2 SLP187 T00501011 PNO $=,72055399999.csv
72055399999,2024-01-02T02:56:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-15,99999,V020,"999,9,C,0000,1","22000,1,9,N","016093,1,9,9","+0044,1","-0022,1","10191,1",,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10193,1,99999,9",MET097METAR KJRB 020256Z AUTO 00000KT 10SM CLR 04/M02 A3010 RMK AO2 SLP191 6//// T00441022 53008 PNO $=,72055399999.csv
72055399999,2024-01-02T03:56:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-15,99999,V020,"999,9,C,0000,1","22000,1,9,N","016093,1,9,9","+0033,1","-0028,1","10192,1",,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10193,1,99999,9",MET095METAR KJRB 020356Z AUTO 00000KT 10SM CLR 03/M03 A3010 RMK AO2 SLP192 T00331028 401000033 PNO $=,72055399999.csv
72055399999,2024-01-02T04:56:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-15,99999,V020,"080,1,N,0026,1","22000,1,9,N","016093,1,9,9","+0028,1","-0017,1","10190,1",,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10190,1,99999,9",MET085METAR KJRB 020456Z AUTO 08005KT 10SM CLR 03/M02 A3009 RMK AO2 SLP190 T00281017 PNO $=,72055399999.csv
72055399999,2024-01-02T05:56:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-15,99999,V020,"999,9,V,0021,1","22000,1,9,N","016093,1,9,9","+0022,1","-0028,1","10190,1",,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10190,1,99999,9",MET116METAR KJRB 020556Z AUTO VRB04KT 10SM CLR 02/M03 A3009 RMK AO2 SLP190 6//// T00221028 10061 20022 58001 FZRANO PNO $=,72055399999.csv
72055399999,2024-01-02T06:56:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-15,99999,V020,"999,9,V,0031,1","22000,1,9,N","016093,1,9,9","+0022,1","-0028,1","10189,1",,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10190,1,99999,9",MET092METAR KJRB 020656Z AUTO VRB06KT 10SM CLR 02/M03 A3009 RMK AO2 SLP189 T00221028 FZRANO PNO $=,72055399999.csv
72055399999,2024-01-02T07:56:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-15,99999,V020,"050,1,N,0026,1","22000,1,9,N","016093,1,9,9","+0011,1","-0033,1","10192,1",,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10193,1,99999,9",MET092METAR KJRB 020756Z AUTO 05005KT 10SM CLR 01/M03 A3010 RMK AO2 SLP192 T00111033 FZRANO PNO $=,72055399999.csv
72055399999,2024-01-02T08:56:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-15,99999,V020,"999,9,V,0021,1","22000,1,9,N","016093,1,9,9","+0011,1","-0039,1","10194,1",,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10193,1,99999,9",MET104METAR KJRB 020856Z AUTO VRB04KT 10SM CLR 01/M04 A3010 RMK AO2 SLP194 6//// T00111039 53004 FZRANO PNO $=,72055399999.csv
72055399999,2024-01-02T09:56:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-15,99999,V020,"999,9,V,0031,1","22000,1,9,N","016093,1,9,9","+0006,1","-0044,1","10192,1",,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10193,1,99999,9",MET092METAR KJRB 020956Z AUTO VRB06KT 10SM CLR 01/M04 A3010 RMK AO2 SLP192 T00061044 FZRANO PNO $=,72055399999.csv
72055399999,2024-01-02T10:56:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-15,99999,V020,"999,9,V,0026,1","22000,1,9,N","016093,1,9,9","+0000,1","-0050,1","10198,1",,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10200,1,99999,9",MET092METAR KJRB 021056Z AUTO VRB05KT 10SM CLR 00/M05 A3012 RMK AO2 SLP198 T00001050 FZRANO PNO $=,72055399999.csv
72055399999,2024-01-02T11:56:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-15,99999,V020,"999,9,V,0015,1","22000,1,9,N","016093,1,9,9","+0000,1","-0050,1","10203,1",,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10203,1,99999,9",MET122METAR KJRB 021156Z AUTO VRB03KT 10SM CLR 00/M05 A3013 RMK AO2 SLP203 6//// 7//// T00001050 10022 21006 53010 FZRANO PNO $=,72055399999.csv
72055399999,2024-01-02T12:56:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-15,99999,V020,"999,9,V,0015,1","22000,1,9,N","016093,1,9,9","+0000,1","-0050,1","10206,1",,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10207,1,99999,9",MET092METAR KJRB 021256Z AUTO VRB03KT 10SM CLR 00/M05 A3014 RMK AO2 SLP206 T00001050 FZRANO PNO $=,72055399999.csv
72055399999,2024-01-02T13:56:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-15,99999,V020,"999,9,V,0021,1","22000,1,9,N","016093,1,9,9","+0011,1","-0044,1","10208,1",,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10210,1,99999,9",MET092METAR KJRB 021356Z AUTO VRB04KT 10SM CLR 01/M04 A3015 RMK AO2 SLP208 T00111044 FZRANO PNO $=,72055399999.csv
72055399999,2024-01-02T14:56:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-15,99999,V020,"999,9,V,0031,1","22000,1,9,N","016093,1,9,9","+0017,1","-0050,1","10208,1",,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10210,1,99999,9",MET104METAR KJRB 021456Z AUTO VRB06KT 10SM CLR 02/M05 A3015 RMK AO2 SLP208 6//// T00171050 51005 FZRANO PNO $=,72055399999.csv
72055399999,2024-01-02T15:56:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-15,99999,V020,"250,1,N,0041,1","22000,1,9,N","016093,1,9,9","+0033,1","-0039,1","10202,1",,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10203,1,99999,9",MET095METAR KJRB 021556Z AUTO 25008KT 10SM -RA CLR 03/M04 A3013 RMK AO2 RAB54 SLP202 T00331039 PNO $=,72055399999.csv
72055399999,2024-01-02T16:56:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-15,99999,V020,"250,1,N,0041,1","22000,1,9,N","016093,1,9,9","+0044,1","-0039,1","10189,1",,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10190,1,99999,9",MET092METAR KJRB 021656Z AUTO 25008G15KT 10SM -RA CLR 04/M04 A3009 RMK AO2 SLP189 T00441039 PNO $=,72055399999.csv
72055399999,2024-01-02T17:56:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-15,99999,V020,"999,9,V,0021,1","22000,1,9,N","016093,1,9,9","+0061,1","-0033,1","10177,1",,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10176,1,99999,9",MET113METAR KJRB 021756Z AUTO VRB04KT 10SM -RA CLR 06/M03 A3005 RMK AO2 SLP177 6//// T00611033 10061 21006 58032 PNO $=,72055399999.csv
72055399999,2024-01-02T18:56:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-15,99999,V020,"999,9,V,0021,1","22000,1,9,N","016093,1,9,9","+0072,1","-0033,1","10168,1",,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10169,1,99999,9",MET091METAR KJRB 021856Z AUTO VRB04KT 10SM CLR 07/M03 A3003 RMK AO2 RAE44 SLP168 T00721033 PNO $=,72055399999.csv
72055399999,2024-01-02T19:56:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-15,99999,V020,"999,9,V,0021,1","22000,1,9,N","014484,1,9,9","+0078,1","-0039,1","10166,1",,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10166,1,99999,9",MET084METAR KJRB 021956Z AUTO VRB04KT 9SM CLR 08/M04 A3002 RMK AO2 SLP166 T00781039 PNO $=,72055399999.csv
72055399999,2024-01-02T20:56:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-15,99999,V020,"260,1,N,0031,1","22000,1,9,N","016093,1,9,9","+0078,1","-0044,1","10163,1",,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10163,1,99999,9",MET097METAR KJRB 022056Z AUTO 26006KT 10SM CLR 08/M04 A3001 RMK AO2 SLP163 6//// T00781044 56013 PNO $=,72055399999.csv
72055399999,2024-01-02T21:56:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-15,99999,V020,"999,9,V,0031,1","22000,1,9,N","016093,1,9,9","+0067,1","-0050,1","10166,1",,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10166,1,99999,9",MET085METAR KJRB 022156Z AUTO VRB06KT 10SM CLR 07/M05 A3002 RMK AO2 SLP166 T00671050 PNO $=,72055399999.csv
72055399999,2024-01-02T22:56:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-15,99999,V020,"999,9,C,0000,1","22000,1,9,N","016093,1,9,9","+0061,1","-0050,1","10168,1",,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10169,1,99999,9",MET103METAR KJRB 022256Z AUTO 00000KT 10SM CLR 06/M05 A3003 RMK AO2 PK WND 29031/2240 SLP168 T00611050 PNO $=,72055399999.csv
72055399999,2024-01-02T23:56:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-15,99999,V020,"999,9,V,0021,1","22000,1,9,N","016093,1,9,9","+0056,1","-0050,1","10170,1",,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10169,1,99999,9",MET127METAR KJRB 022356Z AUTO VRB04KT 10SM CLR 06/M05 A3003 RMK AO2 PK WND 27033/2328 SLP170 6//// T00561050 10078 20056 51006 PNO $=,72055399999.csv
72055399999,2024-01-03T00:56:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-15,99999,V020,"260,1,N,0026,1","22000,1,9,N","016093,1,9,9","+0050,1","-0039,1","10170,1",,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10169,1,99999,9",MET085METAR KJRB 030056Z AUTO 26005KT 10SM CLR 05/M04 A3003 RMK AO2 SLP170 T00501039 PNO $=,72055399999.csv
