DATE,LATITUDE,LONGITUDE,ELEVATION,WND_SPEED_MPS,WND_TYPE_CODE_N,WND_TYPE_CODE_V,CIG_AGL,VIS_DISTANCE_MTS,TMP_C,DEW_TMP_C,SLP_HECTOPASCALS,GD1_HEIGHT_MTS,GD1__1,GD1__2,GD1__3,GD1__4,GD1__5,MA1_ALTIMETER_HECTOPASCAL
2023-10-30 03:56:00,40.701214,-74.009028,2.13,36,1,0,213,12875,128,111,10158,213.0,0,0,0,1,0,10159.0
2023-10-30 04:56:00,40.701214,-74.009028,2.13,41,1,0,213,6437,128,117,10156,213.0,0,0,0,1,0,10156.0
2023-10-30 05:56:00,40.701214,-74.009028,2.13,31,1,0,213,14484,128,111,10145,213.0,0,0,0,1,0,10146.0
2023-10-30 06:56:00,40.701214,-74.009028,2.13,46,1,0,213,16093,133,117,10136,213.0,0,0,0,1,0,10135.0
2023-10-30 07:56:00,40.701214,-74.009028,2.13,36,1,0,152,16093,133,122,10125,152.0,0,0,0,1,0,10125.0
2023-10-30 08:56:00,40.701214,-74.009028,2.13,46,1,0,152,12875,133,122,10112,152.0,0,0,0,1,0,10112.0
2023-10-30 09:04:00,40.701214,-74.009028,2.13,36,1,0,213,16093,130,120,99999,213.0,0,0,0,1,0,10112.0
2023-10-30 09:56:00,40.701214,-74.009028,2.13,31,1,0,213,6437,133,122,10108,213.0,0,0,0,1,0,10108.0
2023-10-30 10:23:00,40.701214,-74.009028,2.13,21,1,0,427,4828,140,130,99999,244.0,0,1,0,0,0,10108.0
2023-10-30 10:41:00,40.701214,-74.009028,2.13,21,1,0,396,4023,140,130,99999,244.0,1,0,0,0,0,10108.0
2023-10-30 10:56:00,40.701214,-74.009028,2.13,21,1,0,610,9656,139,128,10104,244.0,1,0,0,0,0,10105.0
2023-10-30 11:05:00,40.701214,-74.009028,2.13,36,1,0,427,12875,140,130,99999,183.0,0,1,0,0,0,10102.0
2023-10-30 11:56:00,40.701214,-74.009028,2.13,31,1,0,183,16093,139,128,10096,274.0,0,0,0,1,0,10098.0
2023-10-30 12:56:00,40.701214,-74.009028,2.13,0,0,0,213,16093,139,128,10091,213.0,0,0,0,1,0,10091.0
2023-10-30 13:31:00,40.701214,-74.009028,2.13,0,0,0,152,16093,140,130,99999,152.0,0,0,0,1,0,10085.0
2023-10-30 13:56:00,40.701214,-74.009028,2.13,15,0,1,152,16093,139,128,10083,152.0,0,0,0,1,0,10085.0
2023-10-30 14:56:00,40.701214,-74.009028,2.13,26,1,0,213,16093,144,128,10080,213.0,0,0,0,1,0,10081.0
2023-10-30 15:56:00,40.701214,-74.009028,2.13,26,1,0,213,11265,144,128,10071,213.0,0,0,0,1,0,10071.0
2023-10-30 16:31:00,40.701214,-74.009028,2.13,26,1,0,152,12875,150,130,99999,152.0,0,0,0,1,0,10064.0
2023-10-30 16:56:00,40.701214,-74.009028,2.13,26,1,0,152,12875,150,133,10064,152.0,0,0,0,1,0,10064.0
2023-10-30 17:07:00,40.701214,-74.009028,2.13,0,0,0,213,12875,160,130,99999,213.0,0,0,0,1,0,10061.0
2023-10-30 17:56:00,40.701214,-74.009028,2.13,26,1,0,213,9656,150,128,10057,213.0,0,0,0,1,0,10058.0
2023-10-30 18:56:00,40.701214,-74.009028,2.13,0,0,0,335,14484,156,133,10059,335.0,0,0,0,1,0,10061.0
2023-10-30 19:45:00,40.701214,-74.009028,2.13,15,0,1,457,16093,160,130,99999,457.0,0,0,0,1,0,10061.0
2023-10-30 19:56:00,40.701214,-74.009028,2.13,0,0,0,457,16093,161,133,10064,457.0,0,0,0,1,0,10064.0
2023-10-30 20:56:00,40.701214,-74.009028,2.13,21,0,1,1006,16093,156,111,10079,640.0,0,1,0,0,0,10078.0
2023-10-30 21:56:00,40.701214,-74.009028,2.13,0,0,0,1981,16093,144,100,10087,1067.0,1,0,0,0,0,10088.0
2023-10-30 22:56:00,40.701214,-74.009028,2.13,26,0,1,3353,16093,139,83,10105,2743.0,1,0,0,0,0,10105.0
2023-10-30 23:56:00,40.701214,-74.009028,2.13,0,0,0,2286,16093,133,83,10120,2286.0,0,0,0,1,0,10122.0
2023-10-31 00:40:00,40.701214,-74.009028,2.13,21,0,1,792,16093,130,80,99999,792.0,0,0,1,0,0,10125.0
2023-10-31 00:56:00,40.701214,-74.009028,2.13,21,0,1,792,16093,122,78,10125,792.0,0,0,1,0,0,10125.0
2023-10-31 01:16:00,40.701214,-74.009028,2.13,15,0,1,2591,16093,120,70,99999,853.0,0,1,0,0,0,10132.0
2023-10-31 01:56:00,40.701214,-74.009028,2.13,15,0,1,2591,16093,117,56,10137,2591.0,0,0,0,1,0,10139.0
2023-10-31 02:56:00,40.701214,-74.009028,2.13,26,0,1,22000,16093,111,50,10148,3353.0,0,1,0,0,0,10149.0
2023-10-31 03:56:00,40.701214,-74.009028,2.13,15,0,1,3658,16093,111,50,10151,3658.0,0,0,1,0,0,10152.0
2023-10-31 04:56:00,40.701214,-74.009028,2.13,0,0,0,22000,16093,106,39,10159,3353.0,1,0,0,0,0,10159.0
2023-10-31 05:56:00,40.701214,-74.009028,2.13,15,0,1,22000,16093,106,39,10163,,0,0,0,0,0,10163.0
2023-10-31 06:56:00,40.701214,-74.009028,2.13,21,0,1,22000,16093,106,33,10166,,0,0,0,0,0,10166.0
2023-10-31 07:56:00,40.701214,-74.009028,2.13,0,0,0,22000,16093,100,39,10173,,0,0,0,0,0,10173.0
2023-10-31 08:56:00,40.701214,-74.009028,2.13,26,1,0,1189,16093,94,33,10179,914.0,0,1,0,0,0,10179.0
2023-10-31 09:56:00,40.701214,-74.009028,2.13,15,0,1,22000,16093,94,33,10186,,0,0,0,0,0,10186.0
2023-10-31 10:56:00,40.701214,-74.009028,2.13,26,1,0,1189,16093,100,50,10193,1189.0,0,0,0,1,0,10193.0
2023-10-31 11:24:00,40.701214,-74.009028,2.13,31,0,1,853,16093,110,60,99999,853.0,0,0,1,0,0,10196.0
2023-10-31 11:38:00,40.701214,-74.009028,2.13,26,0,1,1036,16093,100,60,99999,884.0,1,0,0,0,0,10200.0
2023-10-31 11:56:00,40.701214,-74.009028,2.13,26,0,1,1036,16093,94,50,10200,1036.0,0,0,1,0,0,10200.0
2023-10-31 12:56:00,40.701214,-74.009028,2.13,26,0,1,22000,16093,94,33,10206,,0,0,0,0,0,10207.0
2023-10-31 13:56:00,40.701214,-74.009028,2.13,62,1,0,22000,16093,106,28,10205,1067.0,1,0,0,0,0,10207.0
2023-10-31 14:56:00,40.701214,-74.009028,2.13,41,0,1,22000,16093,111,22,10206,,0,0,0,0,0,10207.0
2023-10-31 15:56:00,40.701214,-74.009028,2.13,36,1,0,1433,16093,122,28,10201,1433.0,0,0,1,0,0,10200.0
2023-10-31 16:56:00,40.701214,-74.009028,2.13,26,1,0,1829,16093,128,17,10197,1829.0,0,0,1,0,0,10196.0
2023-10-31 17:56:00,40.701214,-74.009028,2.13,15,0,1,1524,16093,128,17,10189,1524.0,0,0,0,1,0,10190.0
2023-10-31 18:56:00,40.701214,-74.009028,2.13,41,1,0,1524,16093,122,22,10180,1524.0,0,0,0,1,0,10179.0
2023-10-31 19:56:00,40.701214,-74.009028,2.13,31,0,1,1524,16093,117,0,10178,1524.0,0,0,0,1,0,10179.0
2023-10-31 20:56:00,40.701214,-74.009028,2.13,31,0,1,1524,16093,111,11,10174,1250.0,1,0,0,0,0,10176.0
2023-10-31 21:56:00,40.701214,-74.009028,2.13,31,0,1,1524,16093,106,6,10173,1524.0,0,0,0,1,0,10173.0
2023-10-31 22:56:00,40.701214,-74.009028,2.13,21,0,1,1524,16093,111,22,10170,1524.0,0,0,0,1,0,10173.0
2023-10-31 23:56:00,40.701214,-74.009028,2.13,31,1,0,1524,16093,111,44,10170,1524.0,0,0,0,1,0,10169.0
2023-11-01 00:56:00,40.701214,-74.009028,2.13,21,0,1,1311,16093,111,39,10163,1311.0,0,0,0,1,0,10163.0
2023-11-01 01:56:00,40.701214,-74.009028,2.13,31,0,1,1311,16093,111,39,10161,1311.0,0,0,0,1,0,10163.0
2023-11-01 02:56:00,40.701214,-74.009028,2.13,21,0,1,1433,16093,106,33,10159,1433.0,0,0,0,1,0,10159.0
2023-11-01 03:56:00,40.701214,-74.009028,2.13,26,1,0,1494,16093,106,22,10153,1494.0,0,0,0,1,0,10156.0
2023-11-01 04:56:00,40.701214,-74.009028,2.13,15,1,0,1494,16093,100,17,10151,1494.0,0,0,0,1,0,10152.0
2023-11-01 05:56:00,40.701214,-74.009028,2.13,15,1,0,1676,16093,106,28,10149,1676.0,0,0,1,0,0,10149.0
2023-11-01 06:56:00,40.701214,-74.009028,2.13,21,1,0,1524,16093,100,22,10143,1524.0,0,0,0,1,0,10146.0
2023-11-01 07:56:00,40.701214,-74.009028,2.13,31,0,1,1219,16093,94,39,10143,853.0,0,1,0,0,0,10142.0
2023-11-01 08:17:00,40.701214,-74.009028,2.13,0,0,0,732,16093,90,40,99999,732.0,0,0,1,0,0,10142.0
2023-11-01 08:56:00,40.701214,-74.009028,2.13,26,0,1,1250,16093,83,44,10143,427.0,1,0,0,0,0,10142.0
2023-11-01 09:56:00,40.701214,-74.009028,2.13,36,1,0,1219,16093,83,39,10146,914.0,1,0,0,0,0,10146.0
2023-11-01 10:56:00,40.701214,-74.009028,2.13,41,1,0,1829,16093,83,22,10148,1829.0,0,0,0,1,0,10149.0
2023-11-01 11:56:00,40.701214,-74.009028,2.13,36,1,0,2134,16093,89,39,10152,2134.0,0,0,0,1,0,10152.0
2023-11-01 12:56:00,40.701214,-74.009028,2.13,46,1,0,1829,16093,83,33,10160,1128.0,1,0,0,0,0,10163.0
2023-11-01 13:43:00,40.701214,-74.009028,2.13,15,0,1,853,16093,70,20,99999,610.0,1,0,0,0,0,10166.0
2023-11-01 13:56:00,40.701214,-74.009028,2.13,15,0,1,549,16093,78,39,10166,549.0,0,0,1,0,0,10166.0
2023-11-01 14:56:00,40.701214,-74.009028,2.13,31,1,0,671,14484,83,39,10170,671.0,0,0,1,0,0,10169.0
2023-11-01 15:56:00,40.701214,-74.009028,2.13,15,0,1,853,16093,89,28,10173,853.0,0,0,1,0,0,10173.0
2023-11-01 16:17:00,40.701214,-74.009028,2.13,15,0,1,1189,14484,90,20,99999,914.0,0,1,0,0,0,10173.0
2023-11-01 16:56:00,40.701214,-74.009028,2.13,21,0,1,1341,16093,100,6,10175,1341.0,0,0,1,0,0,10176.0
2023-11-01 17:56:00,40.701214,-74.009028,2.13,31,0,1,1676,16093,122,0,10174,1676.0,0,0,1,0,0,10176.0
2023-11-01 18:21:00,40.701214,-74.009028,2.13,36,0,1,1524,16093,130,10,99999,1524.0,0,0,0,1,0,10176.0
2023-11-01 18:56:00,40.701214,-74.009028,2.13,0,0,0,22000,16093,128,6,10179,1676.0,0,1,0,0,0,10179.0
2023-11-01 19:56:00,40.701214,-74.009028,2.13,31,0,1,1829,16093,122,-17,10186,1829.0,0,0,1,0,0,10186.0
2023-11-01 20:56:00,40.701214,-74.009028,2.13,31,0,1,22000,16093,111,-28,10195,1981.0,1,0,0,0,0,10196.0
2023-11-01 21:56:00,40.701214,-74.009028,2.13,15,0,1,22000,16093,94,-33,10204,,0,0,0,0,0,10207.0
2023-11-01 22:56:00,40.701214,-74.009028,2.13,26,0,1,22000,16093,89,-28,10216,,0,0,0,0,0,10217.0
2023-11-01 23:56:00,40.701214,-74.009028,2.13,15,0,1,22000,16093,83,-17,10233,,0,0,0,0,0,10234.0
2023-11-02 00:56:00,40.701214,-74.009028,2.13,21,0,1,22000,16093,72,-11,10243,,0,0,0,0,0,10244.0
2023-11-02 01:56:00,40.701214,-74.009028,2.13,15,0,1,22000,16093,67,-11,10253,,0,0,0,0,0,10254.0
2023-11-02 02:56:00,40.701214,-74.009028,2.13,15,1,0,22000,16093,61,-11,10262,,0,0,0,0,0,10264.0
2023-11-02 03:56:00,40.701214,-74.009028,2.13,36,0,1,22000,16093,56,-11,10268,,0,0,0,0,0,10267.0
2023-11-02 04:56:00,40.701214,-74.009028,2.13,0,0,0,22000,16093,50,-11,10272,,0,0,0,0,0,10274.0
2023-11-02 05:56:00,40.701214,-74.009028,2.13,15,0,1,22000,16093,50,-6,10277,,0,0,0,0,0,10278.0
2023-11-02 06:56:00,40.701214,-74.009028,2.13,21,1,0,22000,16093,44,-11,10283,,0,0,0,0,0,10284.0
2023-11-02 07:56:00,40.701214,-74.009028,2.13,21,1,0,22000,16093,44,-17,10287,,0,0,0,0,0,10288.0
2023-11-02 08:56:00,40.701214,-74.009028,2.13,0,0,0,22000,16093,44,-11,10293,,0,0,0,0,0,10295.0
2023-11-02 09:56:00,40.701214,-74.009028,2.13,15,0,1,22000,16093,39,-17,10303,,0,0,0,0,0,10305.0
2023-11-02 10:56:00,40.701214,-74.009028,2.13,31,1,0,22000,16093,39,-17,10312,,0,0,0,0,0,10312.0
2023-11-02 11:56:00,40.701214,-74.009028,2.13,0,0,0,22000,16093,39,-17,10319,,0,0,0,0,0,10318.0
2023-11-02 12:56:00,40.701214,-74.009028,2.13,21,0,1,22000,16093,61,0,10328,,0,0,0,0,0,10328.0
2023-11-02 13:56:00,40.701214,-74.009028,2.13,36,0,1,22000,16093,72,0,10331,,0,0,0,0,0,10332.0
2023-11-02 14:56:00,40.701214,-74.009028,2.13,26,0,1,22000,16093,72,6,10331,,0,0,0,0,0,10332.0
2023-11-02 15:56:00,40.701214,-74.009028,2.13,31,1,0,22000,16093,89,-6,10330,,0,0,0,0,0,10332.0
2023-11-02 16:56:00,40.701214,-74.009028,2.13,36,1,0,22000,16093,100,-17,10324,,0,0,0,0,0,10325.0
2023-11-02 17:56:00,40.701214,-74.009028,2.13,26,0,1,22000,16093,106,-17,10318,1829.0,1,0,0,0,0,10318.0
2023-11-02 18:56:00,40.701214,-74.009028,2.13,46,1,0,22000,16093,111,-28,10315,,0,0,0,0,0,10315.0
2023-11-02 19:56:00,40.701214,-74.009028,2.13,41,1,0,22000,14484,117,-28,10315,,0,0,0,0,0,10315.0
2023-11-02 20:56:00,40.701214,-74.009028,2.13,31,1,0,22000,14484,111,-33,10316,,0,0,0,0,0,10318.0
2023-11-02 21:56:00,40.701214,-74.009028,2.13,51,1,0,22000,16093,100,-33,10318,,0,0,0,0,0,10318.0
2023-11-02 22:56:00,40.701214,-74.009028,2.13,41,0,1,22000,16093,94,-33,10322,,0,0,0,0,0,10322.0
2023-11-02 23:56:00,40.701214,-74.009028,2.13,41,1,0,22000,16093,89,-28,10326,,0,0,0,0,0,10328.0
2023-11-03 00:56:00,40.701214,-74.009028,2.13,41,1,0,22000,16093,89,-11,10326,,0,0,0,0,0,10328.0
2023-11-03 01:56:00,40.701214,-74.009028,2.13,51,1,0,22000,16093,83,11,10330,,0,0,0,0,0,10332.0
2023-11-03 02:56:00,40.701214,-74.009028,2.13,57,1,0,22000,16093,83,17,10329,,0,0,0,0,0,10328.0
2023-11-03 03:56:00,40.701214,-74.009028,2.13,46,1,0,22000,16093,83,11,10327,,0,0,0,0,0,10328.0
2023-11-03 04:56:00,40.701214,-74.009028,2.13,46,1,0,22000,16093,78,17,10328,,0,0,0,0,0,10328.0
2023-11-03 05:56:00,40.701214,-74.009028,2.13,31,1,0,22000,16093,72,11,10327,,0,0,0,0,0,10328.0
2023-11-03 06:56:00,40.701214,-74.009028,2.13,36,1,0,22000,16093,67,11,10330,,0,0,0,0,0,10332.0
2023-11-03 07:56:00,40.701214,-74.009028,2.13,36,1,0,22000,16093,67,6,10328,,0,0,0,0,0,10328.0
2023-11-03 08:56:00,40.701214,-74.009028,2.13,21,1,0,22000,16093,61,0,10327,,0,0,0,0,0,10328.0
2023-11-03 09:56:00,40.701214,-74.009028,2.13,21,1,0,22000,16093,61,0,10330,,0,0,0,0,0,10332.0
2023-11-03 10:56:00,40.701214,-74.009028,2.13,26,1,0,22000,16093,61,6,10331,,0,0,0,0,0,10332.0
2023-11-03 11:56:00,40.701214,-74.009028,2.13,26,1,0,22000,16093,67,11,10334,,0,0,0,0,0,10335.0
2023-11-03 12:56:00,40.701214,-74.009028,2.13,31,1,0,22000,16093,78,17,10336,,0,0,0,0,0,10335.0
2023-11-03 13:56:00,40.701214,-74.009028,2.13,31,0,1,22000,16093,89,22,10331,,0,0,0,0,0,10332.0
2023-11-03 14:56:00,40.701214,-74.009028,2.13,36,0,1,22000,16093,106,28,10330,,0,0,0,0,0,10332.0
2023-11-03 15:56:00,40.701214,-74.009028,2.13,41,0,1,22000,16093,117,33,10325,,0,0,0,0,0,10325.0
2023-11-03 16:56:00,40.701214,-74.009028,2.13,51,1,0,22000,16093,128,28,10317,,0,0,0,0,0,10318.0
2023-11-03 17:56:00,40.701214,-74.009028,2.13,51,1,0,22000,16093,139,33,10305,,0,0,0,0,0,10305.0
2023-11-03 18:56:00,40.701214,-74.009028,2.13,46,1,0,22000,16093,144,17,10297,,0,0,0,0,0,10298.0
2023-11-03 19:56:00,40.701214,-74.009028,2.13,36,1,0,22000,16093,150,28,10295,,0,0,0,0,0,10295.0
2023-11-03 20:56:00,40.701214,-74.009028,2.13,46,1,0,22000,16093,144,33,10289,,0,0,0,0,0,10291.0
2023-11-03 21:56:00,40.701214,-74.009028,2.13,46,1,0,22000,16093,128,33,10286,,0,0,0,0,0,10288.0
2023-11-03 22:56:00,40.701214,-74.009028,2.13,41,1,0,22000,16093,122,39,10285,,0,0,0,0,0,10284.0
2023-11-03 23:56:00,40.701214,-74.009028,2.13,51,1,0,22000,16093,117,33,10286,,0,0,0,0,0,10288.0
2023-11-04 00:56:00,40.701214,-74.009028,2.13,41,1,0,22000,16093,111,39,10283,,0,0,0,0,0,10284.0
2023-11-04 01:56:00,40.701214,-74.009028,2.13,41,1,0,22000,16093,106,33,10280,,0,0,0,0,0,10281.0
2023-11-04 02:56:00,40.701214,-74.009028,2.13,36,1,0,22000,16093,106,33,10280,,0,0,0,0,0,10281.0
2023-11-04 03:56:00,40.701214,-74.009028,2.13,41,1,0,22000,16093,106,39,10278,,0,0,0,0,0,10278.0
2023-11-04 04:56:00,40.701214,-74.009028,2.13,46,1,0,22000,16093,100,44,10275,,0,0,0,0,0,10274.0
2023-11-04 05:56:00,40.701214,-74.009028,2.13,36,1,0,22000,16093,100,56,10267,,0,0,0,0,0,10267.0
2023-11-04 06:56:00,40.701214,-74.009028,2.13,36,1,0,22000,16093,100,44,10265,,0,0,0,0,0,10264.0
2023-11-04 07:56:00,40.701214,-74.009028,2.13,41,1,0,22000,16093,94,44,10257,,0,0,0,0,0,10257.0
2023-11-04 08:56:00,40.701214,-74.009028,2.13,31,1,0,22000,16093,89,33,10254,,0,0,0,0,0,10254.0
2023-11-04 09:56:00,40.701214,-74.009028,2.13,31,1,0,22000,16093,89,33,10253,,0,0,0,0,0,10254.0
2023-11-04 10:56:00,40.701214,-74.009028,2.13,31,1,0,22000,16093,89,33,10250,,0,0,0,0,0,10251.0
2023-11-04 11:56:00,40.701214,-74.009028,2.13,31,1,0,22000,16093,89,39,10249,,0,0,0,0,0,10251.0
2023-11-04 12:56:00,40.701214,-74.009028,2.13,31,1,0,22000,16093,89,39,10250,,0,0,0,0,0,10251.0
2023-11-04 13:56:00,40.701214,-74.009028,2.13,21,1,0,22000,16093,94,39,10248,,0,0,0,0,0,10251.0
2023-11-04 14:56:00,40.701214,-74.009028,2.13,21,1,0,22000,14484,111,50,10244,,0,0,0,0,0,10244.0
2023-11-04 15:56:00,40.701214,-74.009028,2.13,26,1,0,22000,16093,128,50,10242,,0,0,0,0,0,10244.0
2023-11-04 16:56:00,40.701214,-74.009028,2.13,26,1,0,22000,16093,139,44,10232,,0,0,0,0,0,10234.0
2023-11-04 17:56:00,40.701214,-74.009028,2.13,15,0,1,22000,16093,144,56,10225,,0,0,0,0,0,10227.0
2023-11-04 18:56:00,40.701214,-74.009028,2.13,15,0,1,22000,16093,156,50,10217,,0,0,0,0,0,10217.0
2023-11-04 19:56:00,40.701214,-74.009028,2.13,21,0,1,22000,16093,156,56,10214,,0,0,0,0,0,10213.0
2023-11-04 20:56:00,40.701214,-74.009028,2.13,21,0,1,22000,16093,150,50,10212,,0,0,0,0,0,10213.0
2023-11-04 21:56:00,40.701214,-74.009028,2.13,0,0,0,22000,16093,144,50,10206,,0,0,0,0,0,10207.0
2023-11-04 22:56:00,40.701214,-74.009028,2.13,15,0,1,22000,16093,139,56,10208,,0,0,0,0,0,10210.0
2023-11-04 23:56:00,40.701214,-74.009028,2.13,21,1,0,22000,16093,133,67,10207,,0,0,0,0,0,10207.0
2023-11-05 00:56:00,40.701214,-74.009028,2.13,21,1,0,22000,16093,133,61,10206,,0,0,0,0,0,10207.0
2023-11-05 01:56:00,40.701214,-74.009028,2.13,15,1,0,22000,16093,128,56,10203,,0,0,0,0,0,10203.0
2023-11-05 02:56:00,40.701214,-74.009028,2.13,21,1,0,22000,16093,128,67,10201,,0,0,0,0,0,10203.0
2023-11-05 03:56:00,40.701214,-74.009028,2.13,21,1,0,22000,16093,128,44,10195,2743.0,1,0,0,0,0,10196.0
2023-11-05 04:56:00,40.701214,-74.009028,2.13,15,1,0,22000,16093,122,50,10193,,0,0,0,0,0,10193.0
2023-11-05 05:56:00,40.701214,-74.009028,2.13,31,1,0,22000,16093,122,44,10190,3658.0,0,1,0,0,0,10190.0
2023-11-05 06:56:00,40.701214,-74.009028,2.13,15,1,0,2438,16093,122,67,10181,2438.0,0,0,0,1,0,10183.0
2023-11-05 07:56:00,40.701214,-74.009028,2.13,26,1,0,2591,16093,122,56,10177,2591.0,0,0,0,1,0,10176.0
2023-11-05 08:56:00,40.701214,-74.009028,2.13,26,1,0,22000,16093,122,50,10174,3353.0,1,0,0,0,0,10173.0
2023-11-05 09:56:00,40.701214,-74.009028,2.13,15,1,0,22000,16093,111,61,10174,,0,0,0,0,0,10176.0
2023-11-05 10:56:00,40.701214,-74.009028,2.13,21,1,0,22000,16093,111,72,10171,,0,0,0,0,0,10173.0
2023-11-05 11:56:00,40.701214,-74.009028,2.13,15,1,0,22000,16093,117,67,10173,,0,0,0,0,0,10173.0
2023-11-05 12:56:00,40.701214,-74.009028,2.13,21,1,0,22000,16093,117,72,10176,,0,0,0,0,0,10176.0
2023-11-05 13:56:00,40.701214,-74.009028,2.13,31,1,0,2438,16093,128,61,10176,2438.0,0,0,0,1,0,10176.0
2023-11-05 14:56:00,40.701214,-74.009028,2.13,21,1,0,3048,16093,133,67,10174,3048.0,0,0,1,0,0,10176.0
2023-11-05 15:56:00,40.701214,-74.009028,2.13,31,1,0,22000,16093,144,72,10171,2896.0,1,0,0,0,0,10173.0
2023-11-05 16:56:00,40.701214,-74.009028,2.13,21,1,0,2591,14484,156,72,10164,2286.0,1,0,0,0,0,10166.0
2023-11-05 17:56:00,40.701214,-74.009028,2.13,0,0,0,2591,16093,183,67,10159,2591.0,0,0,1,0,0,10159.0
2023-11-05 18:56:00,40.701214,-74.009028,2.13,0,0,0,22000,16093,189,67,10154,,0,0,0,0,0,10156.0
2023-11-05 19:56:00,40.701214,-74.009028,2.13,0,0,0,2438,16093,194,61,10154,2438.0,0,0,0,1,0,10156.0
2023-11-05 20:56:00,40.701214,-74.009028,2.13,15,0,1,22000,16093,189,61,10158,,0,0,0,0,0,10159.0
2023-11-05 21:56:00,40.701214,-74.009028,2.13,15,0,1,22000,16093,172,50,10163,,0,0,0,0,0,10163.0
2023-11-05 22:56:00,40.701214,-74.009028,2.13,15,0,1,22000,16093,156,56,10175,,0,0,0,0,0,10176.0
